Source,Target
CREM,PGR
CREM,NR1H4
CREM,TCF21
CREM,TBX22
CREM,ZNF215
CREM,HNF4A
CREM,DLX4
CREM,IKZF1
CREM,TBX1
CREM,HOXD10
CREM,EBF2
CREM,PHOX2B
CREM,RARG
CREM,ZNF560
CREM,OTP
CREM,ZNF750
CREM,TEF
CREM,ZNF518B
CREM,ZBTB10
CREM,ZNF28
CREM,HOXD3
CREM,SP7
CREM,DMRT3
CREM,VENTX
CREM,ZNF181
CREM,NFIX
CREM,MYB
CREM,ZFP57
CREM,POU1F1
CREM,GLI4
CREM,ZNF800
CREM,TFAP2A
CREM,ZIM3
CREM,FIGLA
CREM,ZBED2
CREM,MBD2
CREM,RREB1
CREM,IKZF3
CREM,HOXD10
CREM,CRX
CREM,GATA3
CREM,ZNF625
CREM,GATA3
CREM,TBX3
CREM,TP63
CREM,ESR2
CREM,ISX
CREM,NR1I3
CREM,ZNF280A
CREM,ZSCAN12
CREM,PAX3
CREM,ETS2
CREM,GLI4
CREM,ZKSCAN3
CREM,TBX18
CREM,HOXB1
CREM,ZNF672
CREM,ZNF492
CREM,ELF5
CREM,TFAP2A
CREM,FOXA1
CREM,SRCAP
CREM,PRDM14
CREM,ELF3
CREM,TCF21
CREM,ZNF429
CREM,ZNF391
CREM,HOXD12
CREM,ZNF316
CREM,TLX3
CREM,LHX4
CREM,JRK
CREM,GATA5
CREM,NCOA3
CREM,PAX3
CREM,HOXD3
CREM,NEUROG1
CREM,PAX9
CREM,IRF4
CREM,ZSCAN30
CREM,HOXA11
CREM,PRDM13
CREM,FOXK1
CREM,HOXA13
CREM,ESRRB
CREM,ZNF543
CREM,FOXR2
CREM,NR1I2
CREM,NR2F2
CREM,SNAI3
CREM,TCF21
CREM,ESR2
CREM,FOXJ2
CREM,SHOX
CREM,USF3
CREM,ZNF578
CREM,FOXP2
CREM,NR1H4
CREM,ZNF777
CREM,HOXD13
CREM,ZNF99
CREM,TBX5
CREM,DMRTA1
CREM,SKIL
CREM,NPAS4
CREM,TBX1
CREM,SMAD4
CREM,ZSCAN23
CREM,ZNF710
CREM,GATA4
CREM,PROX2
CREM,ONECUT1
CREM,GATA4
CREM,E2F2
CREM,PAX9
CREM,ONECUT2
CREM,SIM1
CREM,SIX1
CREM,SOX5
CREM,GATAD2A
CREM,IRF4
CREM,NEUROD4
CREM,HOXA1
CREM,NR1I3
CREM,PAX4
CREM,ZNF443
CREM,NKX2-1
CREM,DR1
CREM,KLF14
CREM,SCML4
CREM,HNF1A
CREM,MEOX2
CREM,HOXB8
CREM,EHF
CREM,POU3F4
CREM,HOXA13
CREM,ZNF804B
CREM,HOXD4
CREM,ZFP1
CREM,RREB1
CREM,POU2F3
CREM,ZFP42
CREM,HMGA2
CREM,EBF2
CREM,FOXA1
CREM,FOXE1
CREM,NR2F6
CREM,ESR2
CREM,DOT1L
CREM,GSX1
CREM,ZNF583
CREM,MKX
CREM,TBX20
CREM,HOXD13
CREM,HOXA7
CREM,SHOX2
CREM,REPIN1
CREM,NFKB2
CREM,MYNN
CREM,PRDM15
CREM,DMRT1
CREM,HOXA13
CREM,NR5A2
CREM,LBX1
CREM,ZBTB24
CREM,GSC2
CREM,ZNF705G
CREM,FOXD3
CREM,ZNF771
CREM,NFATC2
CREM,ZNF92
CREM,HOXB8
CREM,FOXD3
CREM,PATZ1
CREM,IRF6
CREM,DMRTC2
CREM,HMG20B
CREM,ZNF572
CREM,ESRRB
CREM,FOXD3
CREM,NKX3-2
CREM,RAG1
CREM,ZNF782
CREM,ZKSCAN3
CREM,EBF3
CREM,SP140L
CREM,HES2
CREM,SPZ1
CREM,FOXN1
CREM,DPF3
CREM,TBX3
CREM,ZNF214
CREM,TFAP2B
CREM,HOXD8
CREM,SRY
CREM,NR1H4
CREM,TLX1
CREM,HMGA2
CREM,ETV7
CREM,WT1
CREM,GCM2
CREM,PAX8
CREM,POU6F1
CREM,SOX4
CREM,ZNF397
CREM,TCF24
CREM,HES2
CREM,HES6
CREM,ZNF365
CREM,PLSCR1
CREM,POU5F2
CREM,ZNF852
CREM,ZNF578
CREM,PAX8
CREM,ZNF556
CREM,RORA
CREM,HMGA2
CREM,NR5A2
CREM,HMGA2
CREM,TFAP2C
CREM,ESR1
CREM,ZFP42
CREM,HNF1B
CREM,NKX1-1
CREM,RARB
CREM,SP100
CREM,HOXB9
CREM,ZNF595
CREM,ZNF585B
CREM,SPIC
CREM,KMT2B
CREM,HOXC10
CREM,TP63
CREM,TP63
CREM,RFX6
CREM,FOXR1
CREM,ZSCAN4
ZNF782,ZSCAN12
ZNF782,ZNF99
ZNF782,ZSCAN23
ZNF782,ZNF852
ZNF782,ZSCAN4
ZKSCAN3,ZNF215
ZKSCAN3,ZNF560
ZKSCAN3,ZNF750
ZKSCAN3,ZNF518B
ZKSCAN3,ZNF28
ZKSCAN3,ZNF181
ZKSCAN3,ZNF800
ZKSCAN3,ZNF517
ZKSCAN3,ZNF625
ZKSCAN3,ZNF280A
ZKSCAN3,ZSCAN12
ZKSCAN3,ZNF672
ZKSCAN3,ZNF492
ZKSCAN3,ZNF429
ZKSCAN3,ZNF391
ZKSCAN3,ZNF316
ZKSCAN3,ZSCAN30
ZKSCAN3,ZNF543
ZKSCAN3,ZNF578
ZKSCAN3,ZNF777
ZKSCAN3,ZNF99
ZKSCAN3,ZSCAN23
ZKSCAN3,ZNF710
ZKSCAN3,ZNF443
ZKSCAN3,ZNF804B
ZKSCAN3,ZNF583
ZKSCAN3,ZNF705G
ZKSCAN3,ZNF771
ZKSCAN3,ZNF214
ZKSCAN3,ZNF92
ZKSCAN3,ZNF572
ZKSCAN3,ZNF782
ZKSCAN3,ZNF214
ZKSCAN3,ZNF397
ZKSCAN3,ZNF365
ZKSCAN3,ZNF852
ZKSCAN3,ZNF578
ZKSCAN3,ZNF595
ZKSCAN3,ZNF585B
ZKSCAN3,ZSCAN4
EBF3,SCML4
EBF3,USF3
EBF3,PGR
EBF3,NR1H4
EBF3,TCF21
EBF3,ZNF215
EBF3,HNF4A
EBF3,IKZF1
EBF3,TBX1
EBF3,HOXD10
EBF3,PHOX2B
EBF3,RARG
EBF3,ZNF560
EBF3,OTP
EBF3,ZNF750
EBF3,ZNF518B
EBF3,ZBTB10
EBF3,ZNF28
EBF3,HOXD3
EBF3,SP7
EBF3,VENTX
EBF3,ZNF181
EBF3,NFIX
EBF3,ZNF579
EBF3,MYB
EBF3,ZFP57
EBF3,POU1F1
EBF3,GLI4
EBF3,ZNF800
EBF3,TFAP2A
EBF3,ZIM3
EBF3,FIGLA
EBF3,ZBED2
EBF3,MBD2
EBF3,RREB1
EBF3,IKZF3
EBF3,HOXD10
EBF3,GATA3
EBF3,ZNF625
EBF3,GATA3
EBF3,TBX3
EBF3,TP63
EBF3,RARB
EBF3,ESR2
EBF3,ISX
EBF3,NR1I3
EBF3,ZNF280A
EBF3,ZSCAN12
EBF3,PAX3
EBF3,ETS2
EBF3,GLI4
EBF3,ZKSCAN3
EBF3,TBX18
EBF3,HOXB1
EBF3,ZNF672
EBF3,ZNF492
EBF3,ELF5
EBF3,TFAP2A
EBF3,FOXA1
EBF3,SRCAP
EBF3,GFI1B
EBF3,PRDM14
EBF3,ELF3
EBF3,TCF21
EBF3,ZNF429
EBF3,ZNF391
EBF3,HOXD12
EBF3,ZNF316
EBF3,TLX3
EBF3,LHX4
EBF3,JRK
EBF3,GATA5
EBF3,NCOA3
EBF3,PAX3
EBF3,HOXD3
EBF3,NEUROG1
EBF3,PAX9
EBF3,IRF4
EBF3,ZSCAN30
EBF3,HOXA11
EBF3,PRDM13
EBF3,FOXK1
EBF3,HOXA13
EBF3,ESRRB
EBF3,ZNF543
EBF3,SCML4
EBF3,FOXR2
EBF3,NR1I2
EBF3,NR2F2
EBF3,SNAI3
EBF3,TCF21
EBF3,ESR2
EBF3,FOXJ2
EBF3,SHOX
EBF3,USF3
EBF3,ZNF578
EBF3,FOXP2
EBF3,NR1H4
EBF3,ZNF777
EBF3,HOXD13
EBF3,ZNF99
EBF3,TBX5
EBF3,SKIL
EBF3,NPAS4
EBF3,TBX1
EBF3,SMAD4
EBF3,ZSCAN23
EBF3,IKZF1
EBF3,ZNF710
EBF3,GATA4
EBF3,RREB1
EBF3,PROX2
EBF3,ONECUT1
EBF3,GATA4
EBF3,PAX9
EBF3,ONECUT2
EBF3,SIM1
EBF3,SIX1
EBF3,SOX5
EBF3,GATAD2A
EBF3,IRF4
EBF3,NEUROD4
EBF3,HOXA1
EBF3,NR1I3
EBF3,PAX4
EBF3,ZNF443
EBF3,NKX2-1
EBF3,ZSCAN10
EBF3,KLF14
EBF3,SCML4
EBF3,HNF1A
EBF3,MEOX2
EBF3,HOXB8
EBF3,EHF
EBF3,POU3F4
EBF3,HOXA13
EBF3,ZNF804B
EBF3,HOXD4
EBF3,ZFP1
EBF3,RREB1
EBF3,PITX1
EBF3,POU2F3
EBF3,ZFP42
EBF3,HMGA2
EBF3,HMGA2
EBF3,FOXA1
EBF3,FOXE1
EBF3,NR2F6
EBF3,ESR2
EBF3,GSX1
EBF3,ELF5
EBF3,ZNF583
EBF3,MKX
EBF3,TBX20
EBF3,HOXD13
EBF3,SHOX2
EBF3,REPIN1
EBF3,NFKB2
EBF3,MYNN
EBF3,PRDM15
EBF3,HOXA13
EBF3,NR5A2
EBF3,LBX1
EBF3,ZBTB24
EBF3,GSC2
EBF3,ZNF705G
EBF3,FOXD3
EBF3,ZNF771
EBF3,ZNF214
EBF3,NFATC2
EBF3,ZNF92
EBF3,HOXB8
EBF3,FOXD3
EBF3,PATZ1
EBF3,IRF6
EBF3,GATAD2A
EBF3,ZNF324B
EBF3,HMG20B
EBF3,ZNF572
EBF3,ESRRB
EBF3,FOXD3
EBF3,NKX3-2
EBF3,RAG1
EBF3,ZKSCAN3
EBF3,SP140L
EBF3,HES2
EBF3,SPZ1
EBF3,ESR1
EBF3,FOXN1
EBF3,TBX3
EBF3,ZNF214
EBF3,TFAP2B
EBF3,HOXD8
EBF3,SRY
EBF3,NR1H4
EBF3,TLX1
EBF3,HMGA2
EBF3,ETV7
EBF3,WT1
EBF3,GCM2
EBF3,PAX8
EBF3,POU6F1
EBF3,SOX4
EBF3,ZNF397
EBF3,TCF24
EBF3,HES2
EBF3,HES6
EBF3,ZNF365
EBF3,PLSCR1
EBF3,POU5F2
EBF3,ZNF852
EBF3,ZNF578
EBF3,PAX8
EBF3,RORA
EBF3,HMGA2
EBF3,NR5A2
EBF3,HMGA2
EBF3,TFAP2C
EBF3,ESR1
EBF3,ZFP42
EBF3,HNF1B
EBF3,NKX1-1
EBF3,RARB
EBF3,SP100
EBF3,HOXB9
EBF3,ZNF595
EBF3,ZNF585B
EBF3,SPIC
EBF3,KMT2B
EBF3,HOXC10
EBF3,TP63
EBF3,TP63
EBF3,RFX6
EBF3,FOXR1
EBF3,ZSCAN4
SP140L,USF3
SP140L,TCF21
SP140L,TBX22
SP140L,ZNF215
SP140L,TBX1
SP140L,ZNF560
SP140L,ZNF750
SP140L,TEF
SP140L,ZNF518B
SP140L,ZBTB10
SP140L,ZNF28
SP140L,SP7
SP140L,VENTX
SP140L,ZNF181
SP140L,ZNF579
SP140L,ZFP57
SP140L,ZNF800
SP140L,TFAP2A
SP140L,ZIM3
SP140L,ZBED2
SP140L,ZNF625
SP140L,TBX3
SP140L,TP63
SP140L,ZNF280A
SP140L,ZSCAN12
SP140L,ZKSCAN3
SP140L,TBX18
SP140L,ZNF672
SP140L,ZNF492
SP140L,TFAP2A
SP140L,SRCAP
SP140L,TCF21
SP140L,ZNF429
SP140L,ZNF391
SP140L,ZNF316
SP140L,TLX3
SP140L,ZSCAN30
SP140L,ZNF543
SP140L,TCF21
SP140L,USF3
SP140L,ZNF578
SP140L,ZNF777
SP140L,ZNF99
SP140L,TBX5
SP140L,TBX1
SP140L,ZSCAN23
SP140L,ZNF710
SP140L,ZNF443
SP140L,ZNF804B
SP140L,ZFP1
SP140L,ZFP42
SP140L,ZNF583
SP140L,TBX20
SP140L,ZBTB24
SP140L,ZNF705G
SP140L,ZNF821
SP140L,ZNF771
SP140L,ZNF214
SP140L,ZNF92
SP140L,ZSCAN20
SP140L,ZNF324B
SP140L,ZNF572
SP140L,ZNF33B
SP140L,ZNF782
SP140L,ZKSCAN3
SP140L,SPZ1
SP140L,TBX3
SP140L,ZNF214
SP140L,TFAP2B
SP140L,SRY
SP140L,TLX1
SP140L,WT1
SP140L,ZNF397
SP140L,TCF24
SP140L,ZNF365
SP140L,ZNF852
SP140L,ZNF578
SP140L,ZNF556
SP140L,TFAP2C
SP140L,ZFP42
SP140L,ZNF595
SP140L,ZNF585B
SP140L,SPIC
SP140L,TP63
SP140L,TP63
SP140L,ZSCAN4
HES2,SCML4
HES2,USF3
HES2,PGR
HES2,NR1H4
HES2,TCF21
HES2,TBX22
HES2,ZNF215
HES2,HNF4A
HES2,IKZF1
HES2,TBX1
HES2,HOXD10
HES2,PHOX2B
HES2,RARG
HES2,ZNF560
HES2,OTP
HES2,ZNF750
HES2,TEF
HES2,ZNF518B
HES2,ZBTB10
HES2,ZNF28
HES2,HOXD3
HES2,SP7
HES2,VENTX
HES2,ZNF181
HES2,NFIX
HES2,LHX4
HES2,MYB
HES2,ZFP57
HES2,POU1F1
HES2,ZNF800
HES2,TFAP2A
HES2,ZIM3
HES2,ZBED2
HES2,MBD2
HES2,RREB1
HES2,IKZF3
HES2,HOXD10
HES2,ZNF625
HES2,TBX3
HES2,TP63
HES2,RARB
HES2,ISX
HES2,NR1I3
HES2,ZNF280A
HES2,ZSCAN12
HES2,PAX3
HES2,ZKSCAN3
HES2,TBX18
HES2,HOXB1
HES2,ZNF672
HES2,ZNF492
HES2,TFAP2A
HES2,SRCAP
HES2,PRDM14
HES2,TCF21
HES2,ZNF429
HES2,ZNF391
HES2,HOXD12
HES2,ZNF316
HES2,NANOG
HES2,TLX3
HES2,LHX4
HES2,JRK
HES2,NCOA3
HES2,PAX3
HES2,HOXD3
HES2,NEUROG1
HES2,PAX9
HES2,IRF4
HES2,ZSCAN30
HES2,HOXA11
HES2,PRDM13
HES2,HOXA13
HES2,ZNF543
HES2,NR5A2
HES2,NR1I2
HES2,NR2F2
HES2,SNAI3
HES2,TCF21
HES2,SHOX
HES2,USF3
HES2,ZNF578
HES2,NR1H4
HES2,ZNF777
HES2,HOXD13
HES2,ZNF99
HES2,TBX5
HES2,SKIL
HES2,NPAS4
HES2,TBX1
HES2,SMAD4
HES2,ZSCAN23
HES2,ZNF710
HES2,RREB1
HES2,PROX2
HES2,ONECUT1
HES2,PAX9
HES2,ONECUT2
HES2,SIM1
HES2,SIX1
HES2,IRF4
HES2,NEUROD4
HES2,HOXA1
HES2,NR1I3
HES2,PAX4
HES2,ZNF443
HES2,NKX2-1
HES2,KLF14
HES2,SCML4
HES2,HNF1A
HES2,MEOX2
HES2,NR2E3
HES2,HOXB8
HES2,POU3F4
HES2,HOXA13
HES2,ZNF804B
HES2,HOXD4
HES2,ZFP1
HES2,RREB1
HES2,PITX1
HES2,POU2F3
HES2,ZFP42
HES2,HMGA2
HES2,HMGA2
HES2,NR2F6
HES2,ZNF583
HES2,MKX
HES2,TBX20
HES2,HOXD13
HES2,SHOX2
HES2,REPIN1
HES2,NFKB2
HES2,MYNN
HES2,PRDM15
HES2,HOXA13
HES2,NR5A2
HES2,LBX1
HES2,ZBTB24
HES2,ZNF705G
HES2,ZNF771
HES2,ZNF214
HES2,NFATC2
HES2,HOXB8
HES2,PATZ1
HES2,IRF6
HES2,ZSCAN20
HES2,HMG20B
HES2,ZNF572
HES2,ZNF33B
HES2,NKX3-2
HES2,RAG1
HES2,ZNF782
HES2,ZKSCAN3
HES2,SP140L
HES2,SPZ1
HES2,TBX3
HES2,ZNF214
HES2,TFAP2B
HES2,HOXD8
HES2,SRY
HES2,NR1H4
HES2,TLX1
HES2,HMGA2
HES2,WT1
HES2,PAX8
HES2,POU6F1
HES2,SOX4
HES2,ZNF397
HES2,TCF24
HES2,HES6
HES2,ZNF365
HES2,PLSCR1
HES2,POU5F2
HES2,ZNF852
HES2,ZNF578
HES2,PAX8
HES2,ZNF556
HES2,RORA
HES2,HMGA2
HES2,NR5A2
HES2,HMGA2
HES2,TFAP2C
HES2,ZFP42
HES2,HNF1B
HES2,NKX1-1
HES2,RARB
HES2,SP100
HES2,HOXB9
HES2,ZNF595
HES2,ZNF585B
HES2,SPIC
HES2,KMT2B
HES2,HOXC10
HES2,TP63
HES2,RFX6
HES2,ZSCAN4
SPZ1,USF3
SPZ1,TCF21
SPZ1,TBX22
SPZ1,ZNF215
SPZ1,TBX1
SPZ1,ZNF560
SPZ1,ZNF750
SPZ1,TEF
SPZ1,ZNF518B
SPZ1,ZBTB10
SPZ1,ZNF28
SPZ1,VENTX
SPZ1,ZNF181
SPZ1,ZNF579
SPZ1,ZFP57
SPZ1,ZNF800
SPZ1,TFAP2A
SPZ1,ZIM3
SPZ1,ZBED2
SPZ1,ZNF625
SPZ1,TBX3
SPZ1,TP63
SPZ1,ZNF280A
SPZ1,ZSCAN12
SPZ1,ZKSCAN3
SPZ1,TBX18
SPZ1,ZNF672
SPZ1,ZNF492
SPZ1,TFAP2A
SPZ1,SRCAP
SPZ1,TCF21
SPZ1,ZNF429
SPZ1,ZNF391
SPZ1,ZNF316
SPZ1,TLX3
SPZ1,ZSCAN30
SPZ1,ZNF543
SPZ1,TCF21
SPZ1,USF3
SPZ1,ZNF578
SPZ1,ZNF777
SPZ1,ZNF99
SPZ1,TBX5
SPZ1,TBX1
SPZ1,ZSCAN23
SPZ1,ZNF710
SPZ1,ZNF443
SPZ1,ZSCAN10
SPZ1,ZNF804B
SPZ1,ZFP1
SPZ1,ZFP42
SPZ1,ZNF583
SPZ1,TBX20
SPZ1,ZBTB24
SPZ1,ZNF705G
SPZ1,ZNF821
SPZ1,ZNF771
SPZ1,ZNF214
SPZ1,ZNF92
SPZ1,ZSCAN20
SPZ1,ZNF324B
SPZ1,ZNF572
SPZ1,ZNF33B
SPZ1,ZNF782
SPZ1,ZKSCAN3
SPZ1,TBX3
SPZ1,ZNF214
SPZ1,TFAP2B
SPZ1,SRY
SPZ1,TLX1
SPZ1,WT1
SPZ1,ZNF397
SPZ1,TCF24
SPZ1,ZNF365
SPZ1,ZNF852
SPZ1,ZNF578
SPZ1,ZNF556
SPZ1,TFAP2C
SPZ1,ZFP42
SPZ1,ZNF595
SPZ1,ZNF585B
SPZ1,TP63
SPZ1,TP63
SPZ1,ZSCAN4
ESR1,SCML4
ESR1,USF3
ESR1,PGR
ESR1,NR1H4
ESR1,TCF21
ESR1,TBX22
ESR1,ZNF215
ESR1,HNF4A
ESR1,IKZF1
ESR1,TBX1
ESR1,HOXD10
ESR1,PHOX2B
ESR1,RARG
ESR1,ZNF560
ESR1,OTP
ESR1,ZNF750
ESR1,ZNF518B
ESR1,ZBTB10
ESR1,ZNF28
ESR1,HOXD3
ESR1,SP7
ESR1,ZNF181
ESR1,NFIX
ESR1,LHX4
ESR1,MYB
ESR1,ZFP57
ESR1,POU1F1
ESR1,GLI4
ESR1,ZNF800
ESR1,TFAP2A
ESR1,ZIM3
ESR1,FIGLA
ESR1,ZBED2
ESR1,MBD2
ESR1,ZNF517
ESR1,RREB1
ESR1,IKZF3
ESR1,HOXD10
ESR1,ZNF625
ESR1,GATA3
ESR1,TBX3
ESR1,TP63
ESR1,RARB
ESR1,ESR2
ESR1,ISX
ESR1,NR1I3
ESR1,ZNF280A
ESR1,ZSCAN12
ESR1,PAX3
ESR1,GLI4
ESR1,ZKSCAN3
ESR1,TBX18
ESR1,HOXB1
ESR1,ZNF672
ESR1,TFAP2A
ESR1,FOXA1
ESR1,SRCAP
ESR1,GFI1B
ESR1,PRDM14
ESR1,TCF21
ESR1,ZNF429
ESR1,ZNF391
ESR1,HOXD12
ESR1,ZNF316
ESR1,JRK
ESR1,GATA5
ESR1,NCOA3
ESR1,PAX3
ESR1,HOXD3
ESR1,PAX9
ESR1,IRF4
ESR1,ZSCAN30
ESR1,HOXA11
ESR1,PRDM13
ESR1,FOXK1
ESR1,HOXA13
ESR1,ESRRB
ESR1,ZNF543
ESR1,NR5A2
ESR1,SCML4
ESR1,FOXR2
ESR1,NR1I2
ESR1,NR2F2
ESR1,TCF21
ESR1,ESR2
ESR1,FOXJ2
ESR1,SHOX
ESR1,USF3
ESR1,ZNF578
ESR1,FOXP2
ESR1,NR1H4
ESR1,ZNF777
ESR1,HOXD13
ESR1,ZNF99
ESR1,TBX5
ESR1,SKIL
ESR1,NPAS4
ESR1,TBX1
ESR1,SMAD4
ESR1,ZSCAN23
ESR1,IKZF1
ESR1,ZNF710
ESR1,GATA4
ESR1,RREB1
ESR1,PROX2
ESR1,ONECUT1
ESR1,GATA4
ESR1,PAX9
ESR1,ONECUT2
ESR1,SIM1
ESR1,SIX1
ESR1,SOX5
ESR1,IRF4
ESR1,NEUROD4
ESR1,HOXA1
ESR1,NR1I3
ESR1,PAX4
ESR1,ZNF443
ESR1,NKX2-1
ESR1,KLF14
ESR1,SCML4
ESR1,HNF1A
ESR1,MEOX2
ESR1,NR2E3
ESR1,HOXB8
ESR1,POU3F4
ESR1,HOXA13
ESR1,ZNF804B
ESR1,HOXD4
ESR1,ZFP1
ESR1,RREB1
ESR1,PITX1
ESR1,POU2F3
ESR1,ZFP42
ESR1,HMGA2
ESR1,HMGA2
ESR1,FOXA1
ESR1,FOXE1
ESR1,NR2F6
ESR1,ESR2
ESR1,GSX1
ESR1,ZNF583
ESR1,MKX
ESR1,TBX20
ESR1,HOXD13
ESR1,REPIN1
ESR1,NFKB2
ESR1,MYNN
ESR1,PRDM15
ESR1,HOXA13
ESR1,LBX1
ESR1,GSC2
ESR1,ZNF705G
ESR1,FOXD3
ESR1,ZNF771
ESR1,ZNF214
ESR1,NFATC2
ESR1,ZNF92
ESR1,HOXB8
ESR1,FOXD3
ESR1,PATZ1
ESR1,IRF6
ESR1,HMG20B
ESR1,ZNF572
ESR1,ESRRB
ESR1,FOXD3
ESR1,NKX3-2
ESR1,RAG1
ESR1,ZNF782
ESR1,ZKSCAN3
ESR1,SP140L
ESR1,HES2
ESR1,SPZ1
ESR1,FOXN1
ESR1,TBX3
ESR1,ZNF214
ESR1,TFAP2B
ESR1,HOXD8
ESR1,SRY
ESR1,NR1H4
ESR1,TLX1
ESR1,HMGA2
ESR1,ETV7
ESR1,WT1
ESR1,GCM2
ESR1,PAX8
ESR1,POU6F1
ESR1,SOX4
ESR1,ZNF397
ESR1,TCF24
ESR1,HES2
ESR1,HES6
ESR1,ZNF365
ESR1,PLSCR1
ESR1,POU5F2
ESR1,ZNF852
ESR1,ZNF578
ESR1,PAX8
ESR1,RORA
ESR1,HMGA2
ESR1,NR5A2
ESR1,HMGA2
ESR1,TFAP2C
ESR1,ZFP42
ESR1,HNF1B
ESR1,NKX1-1
ESR1,RARB
ESR1,SP100
ESR1,HOXB9
ESR1,SPIC
ESR1,KMT2B
ESR1,HOXC10
ESR1,TP63
ESR1,RFX6
ESR1,FOXR1
ESR1,ZSCAN4
FOXN1,SCML4
FOXN1,USF3
FOXN1,PGR
FOXN1,NR1H4
FOXN1,TCF21
FOXN1,TBX22
FOXN1,ZNF215
FOXN1,HNF4A
FOXN1,MYCN
FOXN1,IKZF1
FOXN1,TBX1
FOXN1,HOXD10
FOXN1,PHOX2B
FOXN1,RARG
FOXN1,ZNF560
FOXN1,OTP
FOXN1,ZNF750
FOXN1,ZNF518B
FOXN1,ZBTB10
FOXN1,ZNF28
FOXN1,HOXD3
FOXN1,SP7
FOXN1,VENTX
FOXN1,ZNF181
FOXN1,NFIX
FOXN1,MYB
FOXN1,ZFP57
FOXN1,POU1F1
FOXN1,GLI4
FOXN1,ZNF800
FOXN1,TFAP2A
FOXN1,ZIM3
FOXN1,ZBED2
FOXN1,MBD2
FOXN1,RREB1
FOXN1,IKZF3
FOXN1,HOXD10
FOXN1,GATA3
FOXN1,ZNF625
FOXN1,GATA3
FOXN1,TBX3
FOXN1,TP63
FOXN1,RARB
FOXN1,ISX
FOXN1,NR1I3
FOXN1,ZNF280A
FOXN1,ZSCAN12
FOXN1,PAX3
FOXN1,GLI4
FOXN1,ZKSCAN3
FOXN1,TBX18
FOXN1,HOXB1
FOXN1,ZNF672
FOXN1,ZNF492
FOXN1,TFAP2A
FOXN1,SRCAP
FOXN1,GFI1B
FOXN1,PRDM14
FOXN1,TCF21
FOXN1,ZNF429
FOXN1,ZNF391
FOXN1,HOXD12
FOXN1,ZNF316
FOXN1,TLX3
FOXN1,LHX4
FOXN1,JRK
FOXN1,GATA5
FOXN1,NCOA3
FOXN1,PAX3
FOXN1,HOXD3
FOXN1,NEUROG1
FOXN1,PAX9
FOXN1,IRF4
FOXN1,ZSCAN30
FOXN1,HOXA11
FOXN1,PRDM13
FOXN1,HOXA13
FOXN1,ZNF543
FOXN1,NR5A2
FOXN1,SCML4
FOXN1,FOXR2
FOXN1,NR1I2
FOXN1,NR2F2
FOXN1,SNAI3
FOXN1,TCF21
FOXN1,SHOX
FOXN1,USF3
FOXN1,ZNF578
FOXN1,FOXP2
FOXN1,NR1H4
FOXN1,ZNF777
FOXN1,HOXD13
FOXN1,ZNF99
FOXN1,TBX5
FOXN1,SKIL
FOXN1,NPAS4
FOXN1,TBX1
FOXN1,SMAD4
FOXN1,ZSCAN23
FOXN1,IKZF1
FOXN1,ZNF710
FOXN1,GATA4
FOXN1,RREB1
FOXN1,PROX2
FOXN1,ONECUT1
FOXN1,GATA4
FOXN1,PAX9
FOXN1,ONECUT2
FOXN1,SIM1
FOXN1,SIX1
FOXN1,SOX5
FOXN1,GATAD2A
FOXN1,IRF4
FOXN1,NEUROD4
FOXN1,HOXA1
FOXN1,NR1I3
FOXN1,PAX4
FOXN1,ZNF443
FOXN1,NKX2-1
FOXN1,ZSCAN10
FOXN1,KLF14
FOXN1,SCML4
FOXN1,HNF1A
FOXN1,MEOX2
FOXN1,HOXB8
FOXN1,POU3F4
FOXN1,HOXA13
FOXN1,ZNF804B
FOXN1,HOXD4
FOXN1,ZFP1
FOXN1,RREB1
FOXN1,PITX1
FOXN1,POU2F3
FOXN1,ZFP42
FOXN1,HMGA2
FOXN1,HMGA2
FOXN1,NR2F6
FOXN1,GSX1
FOXN1,ZNF583
FOXN1,MKX
FOXN1,TBX20
FOXN1,HOXD13
FOXN1,SHOX2
FOXN1,REPIN1
FOXN1,NFKB2
FOXN1,MYNN
FOXN1,PRDM15
FOXN1,HOXA13
FOXN1,NR5A2
FOXN1,LBX1
FOXN1,ZBTB24
FOXN1,GSC2
FOXN1,ZNF705G
FOXN1,ZNF821
FOXN1,ZNF771
FOXN1,ZNF214
FOXN1,NFATC2
FOXN1,ZNF92
FOXN1,HOXB8
FOXN1,PATZ1
FOXN1,IRF6
FOXN1,ZSCAN20
FOXN1,GATAD2A
FOXN1,ZNF324B
FOXN1,HMG20B
FOXN1,ZNF572
FOXN1,NKX3-2
FOXN1,RAG1
FOXN1,ZNF782
FOXN1,ZKSCAN3
FOXN1,SP140L
FOXN1,HES2
FOXN1,SPZ1
FOXN1,TBX3
FOXN1,ZNF214
FOXN1,TFAP2B
FOXN1,HOXD8
FOXN1,SRY
FOXN1,NR1H4
FOXN1,TLX1
FOXN1,HMGA2
FOXN1,WT1
FOXN1,GCM2
FOXN1,PAX8
FOXN1,POU6F1
FOXN1,SOX4
FOXN1,ZNF397
FOXN1,TCF24
FOXN1,HES2
FOXN1,HES6
FOXN1,ZNF365
FOXN1,PLSCR1
FOXN1,POU5F2
FOXN1,ZNF852
FOXN1,ZNF578
FOXN1,PAX8
FOXN1,RORA
FOXN1,HMGA2
FOXN1,NR5A2
FOXN1,HMGA2
